name,affiliations,last_5_year_total,first_author_total,corresponding_author_total,top_total,a_plus_total,a_total,a1_total,a2_total,level_counts_json,paper_links,paper_titles,journals,years,author_roles,is_likely_chinese_name,chinese_name_score,name_filter_reason,review_status
Yong Liang,"Research Center for Contemporary Management and School of Economics and Management, Tsinghua University, Beijing 100084, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2023.0167,Online Joint Assortment-Inventory Optimization Under MNL Choices,OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Yongxin Chen,Georgia Institute of Technology,1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1016/j.automatica.2026.113063,Probabilistic reachability of discrete-time nonlinear stochastic systems,AUTOMATICA,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Yumei He,"Management Science Area, A. B. Freeman School of Business, Tulane University New Orleans, LA U.S.A.",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.25300/misq/2025/18627,"Real-Time Sales Data, Streamer Improvisation, and Sales Performance: Evidence From Live Stream Selling",MIS QUARTERLY,2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Yushan Li,,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1016/j.automatica.2026.113044,Inverse inference on cooperative control of networked dynamical systems,AUTOMATICA,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zanyu Li,"Yau Mathematical Sciences Center, Tsinghua University, Beijing 100084, China; and Department of Mathematical Sciences, Tsinghua University, Beijing 100084, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/moor.2023.0284,Riemannian Anderson Mixing Methods for Minimizing <i>C</i> <sup>2</sup> Functions on Riemannian Manifolds,MATHEMATICS OF OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zeming Wei,"School of Mathematical Sciences, Peking University, Beijing, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1109/tpami.2026.3660147,Jailbreak and Guard Aligned Language Models With Only Few In-Context Demonstrations,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zerui Wu,"Department of Industrial Engineering and Management, Shanghai Jiao Tong University, Shanghai 200240, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2024.1073,Near-Optimal Pricing and Resource Allocation in a Large-Scale Service System,OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zeyu Zhao,W. P. Carey School of Business Arizona State University Tempe Arizona USA; CUHK Business School The Chinese University of Hong Kong Hong Kong Hong Kong,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1002/smj.70088,Business is personal: How CEO personality influences agency costs,STRATEGIC MANAGEMENT JOURNAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zhandong Xu,Southwest Jiaotong University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2024.1027,Mean-Risk Traffic Assignment Under the Continuously Distributed Risk-Aversion Factor,OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zhaosong Lu,University of Minnesota,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/moor.2024.0521,Solving Bilevel Optimization via Sequential Minimax Optimization,MATHEMATICS OF OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zheng Wang,Tongji University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1109/tpami.2026.3664613,Distribution-to-Points Matching for Image Text Retrieval,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Zhihan Huang,University of Pennsylvania,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/moor.2024.0769,Denoising Diffusion Probabilistic Models Are Optimally Adaptive to Unknown Low Dimensionality,MATHEMATICS OF OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zhijie Lin,"Department of Management Science and Engineering, School of Economics and Management Tsinghua University Beijing China",1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1002/smj.70073,AI orchestrator: How recommendation algorithms shape complementor strategy and market equality,STRATEGIC MANAGEMENT JOURNAL,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zhipeng Wei,Fudan University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1109/tpami.2026.3664421,Enhancing Adversarial Transferability With Cost-Efficient Landscape Flattening,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zhiqi Chen,"Department of Economics, Carleton University, Ottawa, Ontario K1S 5B6, Canada",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2024.07170,Personalized Pricing in the Presence of Privacy Concerns,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zhiyi Wang,"Leeds School of Business, University of Colorado Boulder, Boulder, CO U.S.A.",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.25300/misq/2026/17840,Can I Touch Your Code? The Effects of Programming Style on Open Source Software Development,MIS QUARTERLY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zhouzi Li,"Computer Science Department, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2025.1987,Improving Upon the Generalized <i>c</i> μ Rule: A Whittle Approach,OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zhuoxin Chen,Tsinghua University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2024.1348,Survey of Data-driven Newsvendor: Unified Analysis and Spectrum of Achievable Regrets,OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Zifeng Zhao,"Mendoza College of Business, University of Notre Dame, Notre Dame, Indiana 46556",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.00889,High-Dimensional Dynamic Pricing Under Nonstationarity: Learning and Earning with Change-Point Detection,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zishun Liu,Georgia Institute of Technology,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1016/j.automatica.2026.113063,Probabilistic reachability of discrete-time nonlinear stochastic systems,AUTOMATICA,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ziyan Zhou,"Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200240, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2025.2228,Optimal Inventory Allocation for Indifferent Goods Under Dynamic Substitution,OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Wanjing Ma,Tongji University; Tongji University; Purdue University West Lafayette; Chinese Academy of Engineering; Chinese Academy of Agricultural Engineering; Institute of Physics; Tongji University; Hong Kong University of Science and Technology; University of Hong Kong; City University of Hong Kong; Didi Chuxing (China),3,0,3,0,0,0,2,1,"{""A1"": 2, ""A2"": 1}",https://doi.org/10.1016/j.tra.2026.104980 | https://doi.org/10.1016/j.trb.2026.103470 | https://doi.org/10.1016/j.trb.2026.103411,Urban traffic evaluation with social media data: A consensus-based LLM negotiation paradigm | A learning-based MPC framework for gridlock-aware over-saturated network traffic control | A smart predict-then-optimize framework for vehicle rebalancing problem,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE | TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Fan Liu,"Chongqing Key Laboratory of Green Logistics Intelligent Technology, School of Economic and Management, Chongqing Jiaotong University; Chongqing Jiaotong University",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1080/24725854.2025.2601288,Physician ranking based on heterogeneous medical user-generated content: A Bayesian preference disaggregation model considering criteria interactions,IISE TRANSACTIONS,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ganggang Xu,University of Miami Coral Gables USA; University of Miami,2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1002/joom.70028,Applying Dynamic Modeling in Empirical <scp>OM</scp> Research: A Review and Practical Guide,JOURNAL OF OPERATIONS MANAGEMENT,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
George Q. Huang,Hong Kong Polytechnic University; Hong Kong Polytechnic University; Hong Kong Science and Technology Parks Corporation,2,0,2,0,0,0,0,2,"{""A2"": 2}",https://doi.org/10.1016/j.tre.2026.104915 | https://doi.org/10.1016/j.tre.2026.104900,Cyber-physical internet: gateway protocol algorithm for smart port operations with sea-rail multimodality | Dynamic multi-agent pickup and delivery under communication uncertainties in robotic cellular warehousing systems,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.8,"chinese_surname,pinyin_given_name_shape,initial_plus_pinyin,person_name_length",strong_candidate
Hongyu Zheng,"Department of Industrial and Systems Engineering, University of Tennessee, Knoxville, Tennessee 37996; University of Tennessee at Knoxville",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1287/trsc.2024.0846,Does Dockless Bike-Sharing Create a Competition for Losers?,TRANSPORTATION SCIENCE,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Hui Yang,"Department of Industrial and Manufacturing Engineering, The Pennsylvania State University; Complex System Monitoring, Modeling, and Control Laboratory, The Pennsylvania State University",2,0,2,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1080/24725854.2026.2642363 | https://doi.org/10.1080/24725854.2026.2632144,Generative adversarial networks for resilient design of manufacturing systems | Wavelet Gaussian process for multi-scale monitoring of imaging data,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Jeremy Lei Xu,"Marketing and Entrepreneurship, University of Missouri at Saint Louis, St Louis, Missouri 63121; University of Missouri–St. Louis; Saint Louis University",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1287/orsc.2024.18885,Revolutionary Sparks: Exploring the Resource Spillover Effect of Street Protests on Entrepreneurship,ORGANIZATION SCIENCE,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ji Song,"Department of Industrial Engineering, Tsinghua University; Tsinghua University",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1080/24725854.2025.2606372,High dimensional data decomposition for anomaly detection of textured images,IISE TRANSACTIONS,2026 | 2025,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Kai Wang,"School of Management, Xi’an Jiaotong University; System Behavior and Management Laboratory of Xi’an Jiaotong University, Philosophy and Social Sciences Laboratory of the Ministry of Education; School of Management, Xi’an Jiaotong University, Xi’an 710049, China",2,1,1,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1080/24725854.2026.2642988 | https://doi.org/10.1287/trsc.2024.0943,Common components or individual ones or between? A partially linked multi-matrix decomposition for joint modeling of multivariate heterogeneous profile data | Dynamic and Probabilistic Forecasting of Multimode Metro Passenger Flows: A Functional Data Analysis Approach,IISE TRANSACTIONS | TRANSPORTATION SCIENCE,2026 | 2025,corresponding_author | first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Kaidi Yang,National University of Singapore; Tongji University; National University of Singapore,2,0,2,0,0,0,0,2,"{""A2"": 2}",https://doi.org/10.1016/j.tra.2026.105018 | https://doi.org/10.1016/j.trc.2026.105720,Fostering data collaboration in digital transportation marketplaces: The role of privacy-preserving mechanisms | Schedule adherence oriented traffic signal control for large-scale scheduled vehicle operations: A multi-agent reinforcement learning approach,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE | TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Lili Du,University of Florida; University of Florida; Turner-Fairbank Highway Research Center,2,1,1,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1016/j.trb.2026.103471 | https://doi.org/10.1016/j.trb.2025.103334,"Robust Electric Vehicle Charging Station Planning Factoring Traffic Congestion Dynamics Adapting to Steady and Surging Charging Demand Increase | Sequential truck platoon formation in mixed traffic: Complex spring mass damper system design, protocol network development, and mathematical analysis",TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author | corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Lu Zhen,"School of Management, Shanghai University; Chongqing Jiaotong University; Shanghai University; Dalian University of Technology; Yangzhou University",2,0,2,0,0,0,1,1,"{""A1"": 1, ""A2"": 1}",https://doi.org/10.1080/24725854.2026.2646936 | https://doi.org/10.1016/j.tre.2026.104941,How to deploy food distribution networks based on blockchain | Two-echelon multi-depot location-routing problem with time windows and dynamic customer demands,IISE TRANSACTIONS | TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Manni Zhang,"Edwardson School of Industrial Engineering, Purdue University",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1080/24725854.2025.2602826,Directed graphical models for root cause analysis in multimodal systems collecting heterogeneous data,IISE TRANSACTIONS,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Min Yang,Hefei University of Technology; Institute of Intelligent Machines; Development Fund; Ministry of Education of the People's Republic of China; Ministry of Transport; Southeast University; Research Institute of Highway,2,0,2,0,0,0,0,2,"{""A2"": 2}",https://doi.org/10.1016/j.omega.2026.103551 | https://doi.org/10.1016/j.tre.2026.104878,Integrating LASSO and DEA via Nash bargaining–inspired framework for variable selection under high dimensional data | Optimizing demand-responsive feeder transit service with modular autonomous vehicles employing fixed and flexible stations,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE | TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Xi Chen,"Grado Department of Industrial and Systems Engineering, Virginia Tech; Zhejiang Provincial Institute of Communications Planning,Design & Research; Zhejiang University",2,0,2,0,0,0,1,1,"{""A1"": 1, ""A2"": 1}",https://doi.org/10.1080/24725854.2026.2641685 | https://doi.org/10.1016/j.trc.2026.105668,Sequential group Morris method with error control for efficient factor screening in simulation experiments | A Multi-Step location prediction model based on large language model knowledge distillation and experts integration,IISE TRANSACTIONS | TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Xichen Sun,Department of Information Systems and Operations Management Tilburg University Tilburg the Netherlands; Tilburg University,2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1002/joom.70009,Failure Modes in Servitization: A Process Theory,JOURNAL OF OPERATIONS MANAGEMENT,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Xin Li,Dalian Maritime University; Dalian Maritime University; Chongqing Jiaotong University,2,0,2,0,0,0,0,2,"{""A2"": 2}",https://doi.org/10.1016/j.trc.2026.105640 | https://doi.org/10.1016/j.tre.2026.104952,Decision generation for interlining bus scheduling: a large language model-empowered approach | A two-stage Stackelberg game based at-stop departure timing and trajectory optimization for connected and automated bus in mixed traffic,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES | TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Yanwu Song,School of Management University of Science and Technology of China Hefei Anhui P. R. China; University of Science and Technology of China,2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1002/joom.70012,Developing Generative AI for Value Co‐Creation: An Intervention‐Based Randomized Field Experiment in a Healthcare Context,JOURNAL OF OPERATIONS MANAGEMENT,2026 | 2025,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Yichuan Wang,Sheffield University Management School University of Sheffield Sheffield UK; University of Sheffield,2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1002/joom.70013,Scaling Emerging Healthcare Technology: Managing Paradoxical Tensions in A Connected Health Platform,JOURNAL OF OPERATIONS MANAGEMENT,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Yingda Lu,"Department of Information and Decision Sciences, College of Business Administration, University of Illinois Chicago, Chicago, Illinois 60607; College of Business Administration, University of Illinois at Chicago, Chicago, Illinois 60607",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1287/isre.2022.0621 | https://doi.org/10.1287/msom.2022.0613,"Can Providing Algorithmic Performance Information Facilitate Humans’ Inventory Ordering Behaviors? | Is IT That You Can’t Learn, Or You Won’t Learn? Technology-Enabled Monitoring and Heterogeneity in Sales Performance",INFORMATION SYSTEMS RESEARCH | M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Yun-Lei Song,"Department of Industrial Engineering, Northwestern Polytechnical University; Performance Analysis Center of Production and Operations Systems (PacPos), Northwestern Polytechnical University; Northwestern Polytechnical University; Northwestern Polytechnic University",2,2,0,0,0,0,2,0,"{""A1"": 2}",https://doi.org/10.1080/24725854.2025.2602827,Optimal purchasing and production control for a circular production system,IISE TRANSACTIONS,2026 | 2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Zaichen Luo,University of Science and Technology of China; Nanjing University of Finance and Economics; University of Glasgow; University of Science and Technology of China,2,2,0,0,0,0,0,2,"{""A2"": 2}",https://doi.org/10.1016/j.omega.2026.103583 | https://doi.org/10.1016/j.omega.2026.103553,AI-generated news summary: Reshaping reader engagement on news platforms | Regulate or tolerate? Managing off-platform sponsorship in creator economy,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
